filename,target,location,file_id,sfm_p10,prominence_db,time_variance
drone_000311.pt,1,living-room,2,0.022294482216238976,15.846735000610352,0.37482330203056335
drone_000313.pt,1,living-room,2,0.02264934405684471,16.062557220458984,0.23576423525810242
drone_000318.pt,1,living-room,2,0.03222934156656265,15.402425765991211,0.2203846275806427
drone_000320.pt,1,living-room,2,0.029066357761621475,15.122374534606934,0.15236248075962067
drone_000326.pt,1,living-room,2,0.0286917295306921,15.87083911895752,0.6043630242347717
drone_000329.pt,1,living-room,2,0.02122303657233715,15.676080703735352,0.24740006029605865
drone_000331.pt,1,living-room,2,0.04851172864437103,16.14411163330078,1.8242557048797607
drone_000332.pt,1,living-room,2,0.046821240335702896,15.312989234924316,1.3269760608673096
drone_000333.pt,1,living-room,2,0.02904396690428257,15.89559268951416,0.588058352470398
drone_000338.pt,1,living-room,2,0.03601570799946785,16.13219451904297,0.7668508887290955
drone_000339.pt,1,living-room,2,0.055685412138700485,14.11279582977295,0.19248390197753906
drone_000340.pt,1,living-room,2,0.032248686999082565,15.314963340759277,0.35784777998924255
drone_000343.pt,1,living-room,2,0.04641540348529816,15.894063949584961,2.6200671195983887
drone_000349.pt,1,living-room,2,0.04047113656997681,15.755290985107422,0.25174668431282043
drone_000350.pt,1,living-room,2,0.026793209835886955,15.452756881713867,2.070633888244629
drone_000354.pt,1,living-room,2,0.024352192878723145,16.13604164123535,0.9263294339179993
drone_000355.pt,1,living-room,2,0.03316596522927284,15.838654518127441,0.4656345248222351
drone_000360.pt,1,living-room,2,0.03535953164100647,14.414335250854492,0.17750488221645355
drone_000361.pt,1,living-room,2,0.04581242799758911,14.834369659423828,0.35948649048805237
drone_000362.pt,1,living-room,2,0.04674047604203224,14.840255737304688,0.34377291798591614
drone_000363.pt,1,living-room,2,0.046182166785001755,13.742528915405273,0.2568252384662628
drone_000364.pt,1,living-room,2,0.04176955670118332,14.727137565612793,0.279447078704834
drone_000377.pt,1,living-room,2,0.04851920157670975,14.970736503601074,0.2802063524723053
drone_000378.pt,1,living-room,2,0.03191518783569336,14.875497817993164,0.26032042503356934
drone_000381.pt,1,living-room,2,0.036924175918102264,16.222164154052734,0.38843241333961487
drone_000382.pt,1,living-room,2,0.050914566963911057,12.888651847839355,0.17764867842197418
drone_000383.pt,1,living-room,2,0.047792933881282806,14.581135749816895,0.17796090245246887
drone_000384.pt,1,living-room,2,0.06306084990501404,13.576201438903809,0.26651179790496826
drone_000385.pt,1,living-room,2,0.04614969715476036,15.294088363647461,0.24837881326675415
drone_000386.pt,1,living-room,2,0.056559108197689056,13.241151809692383,0.21253792941570282
drone_000387.pt,1,living-room,2,0.06034250929951668,12.999055862426758,0.32444077730178833
drone_000388.pt,1,living-room,2,0.039978913962841034,14.592643737792969,0.6746442317962646
drone_000389.pt,1,living-room,2,0.03899127617478371,14.329887390136719,0.7706897854804993
drone_000391.pt,1,living-room,2,0.03644140437245369,16.142501831054688,0.21904298663139343
drone_000396.pt,1,living-room,2,0.03328156843781471,15.712990760803223,0.38465332984924316
drone_000397.pt,1,living-room,2,0.05454232543706894,13.516378402709961,0.21450217068195343
drone_000398.pt,1,living-room,2,0.03997759148478508,14.671134948730469,0.1522471308708191
drone_000399.pt,1,living-room,2,0.04170212149620056,15.31943130493164,0.2854757606983185
drone_000400.pt,1,living-room,2,0.026844782754778862,16.100021362304688,0.35143017768859863
drone_000401.pt,1,living-room,2,0.03166119009256363,14.131659507751465,0.28753581643104553
drone_000404.pt,1,living-room,2,0.02476014755666256,16.138519287109375,1.0464838743209839
drone_000405.pt,1,living-room,2,0.03692319616675377,15.844718933105469,0.23511572182178497
drone_000406.pt,1,living-room,2,0.04342559725046158,14.414312362670898,0.19601798057556152
drone_000407.pt,1,living-room,2,0.03641090914607048,14.518952369689941,0.1479187309741974
drone_000409.pt,1,living-room,2,0.05128122866153717,15.835280418395996,0.22206903994083405
drone_000413.pt,1,living-room,2,0.0325530506670475,14.228734970092773,0.24481365084648132
